Time,Winner,Nickname,SecondPlace,SecondNickname
00:00:00:000,Player7,Calamardo,None,None
00:00:00:000,Player7,Calamardo,Player8,Player8
00:00:03:033,Player9,Finn,None,None
00:00:03:033,Player9,Finn,Player5,Player5
00:00:03:067,Player6,Gumball,None,None
00:00:03:067,Player6,Gumball,Player9,Finn
00:00:03:100,Player9,Finn,None,None
00:00:03:100,Player9,Finn,Player5,Player5
00:00:03:167,Player6,Gumball,None,None
00:00:03:167,Player6,Gumball,Player3,Player3
00:00:06:033,Player9,Finn,None,None
00:00:06:033,Player9,Finn,Player5,Player5
00:00:06:067,Player1,jake,None,None
00:00:06:067,Player1,jake,Player9,Finn
00:00:06:200,Player9,Finn,None,None
00:00:06:200,Player9,Finn,Player8,Player8
00:00:06:767,Player1,jake,None,None
00:00:06:767,Player1,jake,Player8,Player8
00:00:09:033,Player9,Finn,None,None
00:00:09:033,Player9,Finn,Player7,Calamardo
00:00:09:067,Player2,Shrek,None,None
00:00:09:067,Player2,Shrek,Player9,Finn
00:00:09:100,Player9,Finn,None,None
00:00:09:100,Player9,Finn,Player7,Calamardo
00:00:10:100,Player2,Shrek,None,None
00:00:10:100,Player2,Shrek,Player9,Finn
00:00:12:233,Player9,Finn,None,None
00:00:12:233,Player9,Finn,Player2,Shrek
00:00:23:167,Player5,Minion,None,None
00:00:23:167,Player5,Minion,Player9,Finn
00:00:24:067,Player9,Finn,None,None
00:00:24:067,Player9,Finn,Player2,Shrek
00:00:25:467,Player3,Gru,None,None
00:00:25:467,Player3,Gru,Player9,Finn
00:00:27:333,Player2,Shrek,None,None
00:00:27:333,Player2,Shrek,Player5,Minion
00:00:27:433,Player5,Minion,None,None
00:00:27:433,Player5,Minion,Player2,Shrek
00:00:27:500,Player2,Shrek,None,None
00:00:27:500,Player2,Shrek,Player5,Minion
00:00:27:667,Player1,jake,None,None
00:00:27:667,Player1,jake,Player4,Player4
00:00:30:033,Player2,Shrek,None,None
00:00:30:033,Player2,Shrek,Player1,jake
00:00:30:067,Player5,Minion,None,None
00:00:30:067,Player5,Minion,Player3,Gru
00:00:31:167,Player9,Finn,None,None
00:00:31:167,Player9,Finn,Player5,Minion
00:00:33:033,Player5,Minion,None,None
00:00:33:033,Player5,Minion,Player8,Player8
00:00:33:333,Player4,Ben10,None,None
00:00:33:333,Player4,Ben10,Player7,Calamardo
00:00:42:067,Player6,Gumball,None,None
00:00:42:067,Player6,Gumball,Player7,Calamardo
00:00:42:200,Player4,Ben10,None,None
00:00:42:200,Player4,Ben10,Player3,Gru
00:00:42:767,Player6,Gumball,None,None
00:00:42:767,Player6,Gumball,Player7,Calamardo
00:00:47:000,Player7,Calamardo,None,None
00:00:47:000,Player7,Calamardo,Player4,Ben10
